 Iteration #:           4
   Depth    K_x     K_t     K_y
   63.88    4.63    0.00    4.63
   66.74    4.68    0.00    4.68
   71.50    4.73    0.00    4.73
   76.26    4.78    0.00    4.78
   81.02    4.80    0.00    4.80
   85.78    4.81    0.00    4.81
   90.55    4.80    0.00    4.80
   95.31    4.78    0.00    4.78
  100.07    4.74    0.00    4.74
  104.83    4.70    0.00    4.70
  109.59    4.63    0.00    4.63
  114.35    4.56    0.00    4.56
  119.11    4.51    0.00    4.51
   31.09    4.11    0.00    4.11
   33.42    4.14    0.00    4.14
   35.33    4.18    0.00    4.18
   38.19    4.16    0.00    4.16
   41.04    4.18    0.00    4.18
   43.90    4.24    0.00    4.24
   46.75    4.30    0.00    4.30
   49.61    4.36    0.00    4.36
   52.47    4.42    0.00    4.42
   55.32    4.48    0.00    4.48
   58.18    4.53    0.00    4.53
   61.04    4.58    0.00    4.58
   63.89    4.62    0.00    4.62
   66.75    4.68    0.00    4.68
   71.51    4.73    0.00    4.73
   76.27    4.78    0.00    4.78
   81.03    4.80    0.00    4.80
   85.79    4.81    0.00    4.81
   90.55    4.80    0.00    4.80
   95.31    4.78    0.00    4.78
  100.07    4.74    0.00    4.74
  104.83    4.70    0.00    4.70
  109.60    4.63    0.00    4.63
  114.36    4.56    0.00    4.56
  119.12    4.51    0.00    4.51
   31.07    4.11    0.00    4.11
   33.43    4.14    0.00    4.14
   35.34    4.17    0.00    4.17
   38.19    4.16    0.00    4.16
   41.05    4.18    0.00    4.18
   43.90    4.24    0.00    4.24
   46.76    4.30    0.00    4.30
   49.62    4.36    0.00    4.36
   52.47    4.42    0.00    4.42
   55.33    4.48    0.00    4.48
   58.19    4.53    0.00    4.53
   61.04    4.57    0.00    4.57
   63.90    4.62    0.00    4.62
   66.75    4.68    0.00    4.68
   71.52    4.73    0.00    4.73
   76.28    4.78    0.00    4.78
   81.04    4.80    0.00    4.80
   85.80    4.81    0.00    4.81
   90.56    4.80    0.00    4.80
   95.32    4.78    0.00    4.78
  100.08    4.74    0.00    4.74
  104.84    4.70    0.00    4.70
  109.60    4.63    0.00    4.63
  114.36    4.55    0.00    4.55
   31.06    4.11    0.00    4.11
   33.44    4.13    0.00    4.13
   35.34    4.17    0.00    4.17
   38.20    4.15    0.00    4.15
   41.05    4.17    0.00    4.17
   43.91    4.24    0.00    4.24
   46.77    4.29    0.00    4.29
   49.62    4.35    0.00    4.35
   52.48    4.42    0.00    4.42
   55.34    4.47    0.00    4.47
   58.19    4.52    0.00    4.52
   61.05    4.57    0.00    4.57
   63.90    4.62    0.00    4.62
   66.76    4.68    0.00    4.68
   71.52    4.73    0.00    4.73
   76.28    4.78    0.00    4.78
   81.04    4.80    0.00    4.80
   85.80    4.81    0.00    4.81
   90.56    4.80    0.00    4.80
   95.32    4.78    0.00    4.78
  100.08    4.74    0.00    4.74
  104.84    4.70    0.00    4.70
  109.61    4.63    0.00    4.63
  114.37    4.53    0.00    4.53
   31.04    4.11    0.00    4.11
   33.45    4.13    0.00    4.13
   35.35    4.17    0.00    4.17
   38.21    4.15    0.00    4.15
   41.06    4.17    0.00    4.17
   43.92    4.23    0.00    4.23
   46.78    4.29    0.00    4.29
   49.63    4.35    0.00    4.35
   52.49    4.41    0.00    4.41
   55.35    4.47    0.00    4.47
   58.20    4.52    0.00    4.52
   61.06    4.57    0.00    4.57
   63.91    4.61    0.00    4.61
   66.77    4.68    0.00    4.68
   71.53    4.73    0.00    4.73
   76.29    4.78    0.00    4.78
   81.05    4.80    0.00    4.80
   85.81    4.81    0.00    4.81
   90.57    4.80    0.00    4.80
   95.33    4.78    0.00    4.78
  100.09    4.75    0.00    4.75
  104.86    4.70    0.00    4.70
  109.61    4.64    0.00    4.64
  114.38    4.55    0.00    4.55
  119.14    4.51    0.00    4.51
   31.03    4.11    0.00    4.11
   33.48    4.13    0.00    4.13
   35.38    4.17    0.00    4.17
   38.24    4.15    0.00    4.15
   41.09    4.17    0.00    4.17
   43.95    4.23    0.00    4.23
   46.80    4.29    0.00    4.29
   49.66    4.35    0.00    4.35
   52.52    4.41    0.00    4.41
   55.37    4.47    0.00    4.47
   58.23    4.52    0.00    4.52
   61.09    4.57    0.00    4.57
   63.94    4.61    0.00    4.61
   66.80    4.68    0.00    4.68
   71.56    4.73    0.00    4.73
   76.32    4.78    0.00    4.78
   81.08    4.80    0.00    4.80
   85.84    4.81    0.00    4.81
   90.60    4.81    0.00    4.81
   95.36    4.79    0.00    4.79
  100.12    4.75    0.00    4.75
  104.88    4.71    0.00    4.71
  109.64    4.65    0.00    4.65
  114.40    4.58    0.00    4.58
  119.16    4.52    0.00    4.52
   31.01    4.11    0.00    4.11
   33.57    4.14    0.00    4.14
   35.47    4.17    0.00    4.17
   38.33    4.15    0.00    4.15
   41.19    4.17    0.00    4.17
   44.04    4.23    0.00    4.23
   46.90    4.29    0.00    4.29
   49.75    4.35    0.00    4.35
   52.61    4.41    0.00    4.41
   55.46    4.46    0.00    4.46
   58.32    4.52    0.00    4.52
   61.17    4.57    0.00    4.57
   64.03    4.61    0.00    4.61
   66.88    4.67    0.00    4.67
   71.64    4.73    0.00    4.73
   76.40    4.78    0.00    4.78
   81.16    4.80    0.00    4.80
   85.92    4.81    0.00    4.81
   90.68    4.81    0.00    4.81
   95.44    4.79    0.00    4.79
  100.19    4.76    0.00    4.76
  104.95    4.71    0.00    4.71
  109.71    4.66    0.00    4.66
  114.47    4.59    0.00    4.59
  119.23    4.53    0.00    4.53
   31.00    4.11    0.00    4.11
   33.70    4.14    0.00    4.14
   35.60    4.17    0.00    4.17
   38.45    4.15    0.00    4.15
   41.31    4.16    0.00    4.16
   44.16    4.23    0.00    4.23
   47.02    4.29    0.00    4.29
   49.87    4.35    0.00    4.35
   52.73    4.41    0.00    4.41
   55.58    4.46    0.00    4.46
   58.44    4.52    0.00    4.52
   61.29    4.56    0.00    4.56
   64.14    4.61    0.00    4.61
   67.00    4.67    0.00    4.67
   71.75    4.73    0.00    4.73
   76.51    4.78    0.00    4.78
   81.27    4.80    0.00    4.80
   86.03    4.81    0.00    4.81
   90.78    4.81    0.00    4.81
   95.54    4.79    0.00    4.79
  100.30    4.76    0.00    4.76
  105.06    4.72    0.00    4.72
  109.81    4.67    0.00    4.67
  114.57    4.60    0.00    4.60
  119.33    4.53    0.00    4.53
   30.98    4.09    0.00    4.09
   31.93    4.11    0.00    4.11
   33.83    4.13    0.00    4.13
   35.74    4.17    0.00    4.17
   38.59    4.15    0.00    4.15
   41.44    4.16    0.00    4.16
   44.30    4.23    0.00    4.23
   47.15    4.29    0.00    4.29
   50.00    4.35    0.00    4.35
   52.85    4.41    0.00    4.41
   55.71    4.46    0.00    4.46
   58.56    4.51    0.00    4.51
   61.41    4.56    0.00    4.56
   64.27    4.61    0.00    4.61
   67.12    4.67    0.00    4.67
   71.88    4.73    0.00    4.73
   76.63    4.78    0.00    4.78
   81.39    4.80    0.00    4.80
   86.14    4.82    0.00    4.82
   90.90    4.82    0.00    4.82
   95.65    4.80    0.00    4.80
  100.41    4.77    0.00    4.77
  105.17    4.73    0.00    4.73
  109.92    4.67    0.00    4.67
  114.68    4.61    0.00    4.61
  119.43    4.54    0.00    4.54
   30.96    4.09    0.00    4.09
   32.03    4.11    0.00    4.11
   33.93    4.13    0.00    4.13
   35.83    4.17    0.00    4.17
   38.69    4.15    0.00    4.15
   41.54    4.16    0.00    4.16
   44.39    4.23    0.00    4.23
   47.24    4.29    0.00    4.29
   50.10    4.35    0.00    4.35
   52.95    4.41    0.00    4.41
   55.80    4.46    0.00    4.46
   58.65    4.51    0.00    4.51
   61.51    4.56    0.00    4.56
   64.36    4.61    0.00    4.61
   67.21    4.67    0.00    4.67
   71.97    4.73    0.00    4.73
   76.72    4.78    0.00    4.78
   81.47    4.80    0.00    4.80
   86.23    4.82    0.00    4.82
   90.98    4.82    0.00    4.82
   95.74    4.80    0.00    4.80
  100.49    4.78    0.00    4.78
  105.25    4.74    0.00    4.74
  110.00    4.69    0.00    4.69
  114.75    4.63    0.00    4.63
  119.51    4.55    0.00    4.55
   31.09    4.09    0.00    4.09
   32.11    4.11    0.00    4.11
   34.01    4.13    0.00    4.13
   35.92    4.17    0.00    4.17
   38.77    4.15    0.00    4.15
   41.62    4.16    0.00    4.16
   44.47    4.23    0.00    4.23
   47.32    4.29    0.00    4.29
   50.17    4.34    0.00    4.34
   53.03    4.41    0.00    4.41
   55.88    4.46    0.00    4.46
   58.73    4.51    0.00    4.51
   61.58    4.56    0.00    4.56
   64.43    4.61    0.00    4.61
   67.29    4.68    0.00    4.68
   72.04    4.73    0.00    4.73
   76.79    4.78    0.00    4.78
   81.55    4.81    0.00    4.81
   86.30    4.82    0.00    4.82
   91.05    4.82    0.00    4.82
   95.80    4.81    0.00    4.81
  100.56    4.78    0.00    4.78
  105.31    4.75    0.00    4.75
  110.06    4.70    0.00    4.70
  114.82    4.64    0.00    4.64
  119.57    4.57    0.00    4.57
  124.32    4.53    0.00    4.53
   31.30    4.11    0.00    4.11
   34.10    4.13    0.00    4.13
   36.00    4.17    0.00    4.17
   38.85    4.15    0.00    4.15
   41.70    4.16    0.00    4.16
   44.55    4.23    0.00    4.23
   47.40    4.29    0.00    4.29
   50.25    4.34    0.00    4.34
   53.10    4.41    0.00    4.41
   55.95    4.46    0.00    4.46
   58.81    4.51    0.00    4.51
   61.66    4.56    0.00    4.56
   64.51    4.61    0.00    4.61
   67.36    4.67    0.00    4.67
   72.11    4.73    0.00    4.73
   76.86    4.78    0.00    4.78
   81.62    4.81    0.00    4.81
   86.37    4.83    0.00    4.83
   91.12    4.82    0.00    4.82
   95.87    4.81    0.00    4.81
  100.62    4.79    0.00    4.79
  105.38    4.76    0.00    4.76
  110.13    4.70    0.00    4.70
  114.88    4.65    0.00    4.65
  119.63    4.59    0.00    4.59
  124.38    4.54    0.00    4.54
   31.52    4.11    0.00    4.11
   34.16    4.13    0.00    4.13
   36.06    4.17    0.00    4.17
   38.91    4.15    0.00    4.15
   41.76    4.16    0.00    4.16
   44.61    4.23    0.00    4.23
   47.46    4.29    0.00    4.29
   50.31    4.34    0.00    4.34
   53.16    4.40    0.00    4.40
   56.01    4.46    0.00    4.46
   58.86    4.51    0.00    4.51
   61.71    4.56    0.00    4.56
   64.56    4.61    0.00    4.61
   67.42    4.67    0.00    4.67
   72.17    4.73    0.00    4.73
   76.92    4.78    0.00    4.78
   81.67    4.81    0.00    4.81
   86.42    4.83    0.00    4.83
   91.17    4.82    0.00    4.82
   95.92    4.81    0.00    4.81
  100.67    4.80    0.00    4.80
  105.42    4.76    0.00    4.76
  110.18    4.71    0.00    4.71
  114.93    4.66    0.00    4.66
  119.68    4.60    0.00    4.60
  124.43    4.55    0.00    4.55
   31.73    4.11    0.00    4.11
   34.19    4.13    0.00    4.13
   36.09    4.17    0.00    4.17
   38.94    4.15    0.00    4.15
   41.79    4.16    0.00    4.16
   44.64    4.22    0.00    4.22
   47.49    4.29    0.00    4.29
   50.34    4.34    0.00    4.34
   53.19    4.40    0.00    4.40
   56.04    4.46    0.00    4.46
   58.89    4.51    0.00    4.51
   61.74    4.56    0.00    4.56
   64.59    4.61    0.00    4.61
   67.44    4.67    0.00    4.67
   72.19    4.73    0.00    4.73
   76.94    4.77    0.00    4.77
   81.70    4.81    0.00    4.81
   86.45    4.83    0.00    4.83
   91.20    4.83    0.00    4.83
   95.95    4.82    0.00    4.82
  100.70    4.80    0.00    4.80
  105.45    4.77    0.00    4.77
  110.20    4.72    0.00    4.72
  114.95    4.68    0.00    4.68
  119.70    4.61    0.00    4.61
  124.45    4.55    0.00    4.55
   31.95    4.11    0.00    4.11
   34.23    4.13    0.00    4.13
   36.13    4.17    0.00    4.17
   38.98    4.14    0.00    4.14
   41.83    4.16    0.00    4.16
   44.68    4.22    0.00    4.22
   47.53    4.29    0.00    4.29
   50.38    4.34    0.00    4.34
   53.23    4.40    0.00    4.40
   56.08    4.45    0.00    4.45
   58.93    4.51    0.00    4.51
   61.78    4.56    0.00    4.56
   64.63    4.60    0.00    4.60
   67.48    4.67    0.00    4.67
   72.23    4.72    0.00    4.72
   76.98    4.77    0.00    4.77
   81.73    4.81    0.00    4.81
   86.48    4.83    0.00    4.83
   91.23    4.83    0.00    4.83
   95.98    4.82    0.00    4.82
  100.73    4.80    0.00    4.80
  105.48    4.77    0.00    4.77
  110.23    4.74    0.00    4.74
  114.99    4.69    0.00    4.69
  119.74    4.62    0.00    4.62
  124.49    4.56    0.00    4.56
   32.16    4.11    0.00    4.11
   34.28    4.14    0.00    4.14
   36.18    4.18    0.00    4.18
   39.03    4.15    0.00    4.15
   41.88    4.16    0.00    4.16
   44.73    4.22    0.00    4.22
   47.58    4.29    0.00    4.29
   50.43    4.34    0.00    4.34
   53.28    4.40    0.00    4.40
   56.13    4.45    0.00    4.45
   58.98    4.50    0.00    4.50
   61.83    4.55    0.00    4.55
   64.68    4.60    0.00    4.60
   67.53    4.67    0.00    4.67
   72.28    4.72    0.00    4.72
   77.03    4.77    0.00    4.77
   81.78    4.81    0.00    4.81
   86.52    4.83    0.00    4.83
   91.27    4.83    0.00    4.83
   96.02    4.83    0.00    4.83
  100.77    4.81    0.00    4.81
  105.52    4.78    0.00    4.78
  110.27    4.74    0.00    4.74
  115.02    4.69    0.00    4.69
  119.77    4.64    0.00    4.64
  124.52    4.57    0.00    4.57
   32.38    4.11    0.00    4.11
   34.31    4.14    0.00    4.14
   36.21    4.18    0.00    4.18
   39.06    4.15    0.00    4.15
   41.91    4.16    0.00    4.16
   44.76    4.22    0.00    4.22
   47.61    4.29    0.00    4.29
   50.45    4.34    0.00    4.34
   53.30    4.40    0.00    4.40
   56.15    4.45    0.00    4.45
   59.00    4.50    0.00    4.50
   61.85    4.55    0.00    4.55
   64.70    4.60    0.00    4.60
   67.55    4.67    0.00    4.67
   72.30    4.72    0.00    4.72
   77.05    4.77    0.00    4.77
   81.80    4.81    0.00    4.81
   86.55    4.83    0.00    4.83
   91.30    4.83    0.00    4.83
   96.05    4.83    0.00    4.83
  100.80    4.81    0.00    4.81
  105.55    4.79    0.00    4.79
  110.30    4.75    0.00    4.75
  115.05    4.70    0.00    4.70
  119.79    4.65    0.00    4.65
  124.54    4.59    0.00    4.59
  129.29    4.56    0.00    4.56
   32.59    4.12    0.00    4.12
   34.36    4.14    0.00    4.14
   36.26    4.18    0.00    4.18
   39.10    4.15    0.00    4.15
   41.95    4.16    0.00    4.16
   44.80    4.22    0.00    4.22
   47.65    4.29    0.00    4.29
   50.50    4.34    0.00    4.34
   53.35    4.40    0.00    4.40
   56.20    4.45    0.00    4.45
   59.05    4.50    0.00    4.50
   61.90    4.55    0.00    4.55
   64.75    4.60    0.00    4.60
   67.60    4.67    0.00    4.67
   72.34    4.72    0.00    4.72
   77.09    4.77    0.00    4.77
   81.84    4.81    0.00    4.81
   86.59    4.83    0.00    4.83
   91.34    4.83    0.00    4.83
   96.09    4.83    0.00    4.83
  100.84    4.82    0.00    4.82
  105.59    4.79    0.00    4.79
  110.33    4.76    0.00    4.76
  115.08    4.71    0.00    4.71
  119.83    4.66    0.00    4.66
  124.58    4.61    0.00    4.61
  129.33    4.57    0.00    4.57
   32.81    4.12    0.00    4.12
   34.39    4.14    0.00    4.14
   36.29    4.18    0.00    4.18
   39.14    4.15    0.00    4.15
   41.99    4.16    0.00    4.16
   44.84    4.23    0.00    4.23
   47.69    4.29    0.00    4.29
   50.53    4.34    0.00    4.34
   53.38    4.40    0.00    4.40
   56.23    4.45    0.00    4.45
   59.08    4.50    0.00    4.50
   61.93    4.55    0.00    4.55
   64.78    4.60    0.00    4.60
   67.63    4.67    0.00    4.67
   72.38    4.72    0.00    4.72
   77.12    4.77    0.00    4.77
   81.87    4.81    0.00    4.81
   86.62    4.83    0.00    4.83
   91.37    4.84    0.00    4.84
   96.12    4.84    0.00    4.84
  100.86    4.82    0.00    4.82
  105.61    4.80    0.00    4.80
  110.36    4.77    0.00    4.77
  115.11    4.73    0.00    4.73
  119.86    4.68    0.00    4.68
  124.61    4.63    0.00    4.63
  129.35    4.58    0.00    4.58
   33.02    4.12    0.00    4.12
   34.41    4.14    0.00    4.14
   36.31    4.18    0.00    4.18
   39.16    4.15    0.00    4.15
   42.01    4.16    0.00    4.16
   44.86    4.23    0.00    4.23
   47.71    4.29    0.00    4.29
   50.56    4.34    0.00    4.34
   53.41    4.40    0.00    4.40
   56.25    4.45    0.00    4.45
   59.10    4.50    0.00    4.50
   61.95    4.55    0.00    4.55
   64.80    4.60    0.00    4.60
   67.65    4.67    0.00    4.67
   72.40    4.72    0.00    4.72
   77.14    4.77    0.00    4.77
   81.89    4.81    0.00    4.81
   86.64    4.83    0.00    4.83
   91.39    4.84    0.00    4.84
   96.14    4.84    0.00    4.84
  100.88    4.83    0.00    4.83
  105.63    4.80    0.00    4.80
  110.38    4.78    0.00    4.78
  115.13    4.74    0.00    4.74
  119.88    4.69    0.00    4.69
  124.62    4.64    0.00    4.64
  129.37    4.59    0.00    4.59
   33.24    4.13    0.00    4.13
   34.43    4.14    0.00    4.14
   36.33    4.18    0.00    4.18
   39.18    4.15    0.00    4.15
   42.03    4.17    0.00    4.17
   44.88    4.23    0.00    4.23
   47.73    4.29    0.00    4.29
   50.58    4.34    0.00    4.34
   53.42    4.40    0.00    4.40
   56.27    4.45    0.00    4.45
   59.12    4.51    0.00    4.51
   61.97    4.56    0.00    4.56
   64.82    4.60    0.00    4.60
   67.67    4.67    0.00    4.67
   72.42    4.72    0.00    4.72
   77.16    4.77    0.00    4.77
   81.91    4.81    0.00    4.81
   86.66    4.83    0.00    4.83
   91.41    4.84    0.00    4.84
   96.15    4.84    0.00    4.84
  100.90    4.83    0.00    4.83
  105.65    4.81    0.00    4.81
  110.40    4.78    0.00    4.78
  115.14    4.75    0.00    4.75
  119.89    4.70    0.00    4.70
  124.64    4.66    0.00    4.66
  129.39    4.60    0.00    4.60
   33.45    4.13    0.00    4.13
   34.44    4.14    0.00    4.14
   36.34    4.18    0.00    4.18
   39.19    4.16    0.00    4.16
   42.04    4.17    0.00    4.17
   44.89    4.23    0.00    4.23
   47.74    4.29    0.00    4.29
   50.59    4.34    0.00    4.34
   53.43    4.40    0.00    4.40
   56.28    4.45    0.00    4.45
   59.13    4.51    0.00    4.51
   61.98    4.56    0.00    4.56
   64.83    4.60    0.00    4.60
